user_id,age,gender,income,monthly_vape_spend,willingness_to_subscribe,liked_flavors,disliked_flavors,flavor_score_sweet,flavor_score_fruity,flavor_score_tobacco,flavor_score_minty,mood_relax,mood_energy,mood_focus,lifestyle_social,lifestyle_fitness,lifestyle_travel,lifestyle_gaming,usage_freq_per_week,nicotine_strength,churn_risk,satisfaction_rating,device_brand,social_linked,trend_alignment,prev_month_reorders,days_since_last_order,health_concern,tapering_interest,preferred_pack_size,feedback_count,feedback_sentiment
2226,38,Female,45750.22,19.39,1,"Citrus,Dessert,Chocolate",Chocolate,4,5,4,4,3,2,2,0,1,0,1,4,12,0.57,5,BrandD,0,0.19,0,55,5,0,Medium,1,-0.22
2227,40,Male,92272.55,54.24,1,"Fruity,Coffee,Mint","Mint,Chocolate",2,1,1,2,1,2,5,1,0,1,1,1,12,0.37,2,BrandB,1,0.7,1,40,2,0,Medium,2,0.9
2228,19,Female,65722.95,49.53,1,"Citrus,Chocolate,Fruity","Berry,Tobacco,Dessert",4,3,1,4,2,2,4,0,0,0,0,2,6,0.57,4,BrandC,1,0.4,1,24,4,0,Medium,0,-0.37
2229,63,Female,24580.52,98.31,1,"Berry,Chocolate,Fruity,Dessert","Chocolate,Mint,Dessert",2,3,5,1,4,3,2,0,0,0,1,1,3,0.05,6,BrandD,0,0.69,0,67,1,0,Large,2,-0.47
2230,28,Female,52900.45,26.56,0,"Vanilla,Fruity,Tobacco","Mint,Berry",2,2,2,5,4,2,5,0,0,0,1,2,6,0.49,3,BrandC,1,0.32,2,10,3,1,Large,0,0.11
2231,20,Female,40921.8,19.19,0,"Coffee,Fruity,Berry,Chocolate,Dessert",Mint,4,1,5,5,2,2,4,0,0,0,1,4,3,0.13,4,BrandD,1,0.52,0,19,1,0,Small,3,-0.15
2232,46,Female,49615.38,5.0,1,"Fruity,Tobacco,Chocolate,Vanilla,Berry","Coffee,Fruity,Dessert",5,5,3,3,3,2,1,0,0,0,1,2,0,0.21,6,BrandC,0,0.3,1,31,4,0,Large,3,-0.53
2233,44,Male,44359.47,35.41,1,"Chocolate,Coffee","Coffee,Dessert,Vanilla",4,5,4,4,3,2,5,0,1,0,1,3,6,0.19,10,BrandC,0,0.42,2,40,3,0,Medium,1,0.42
2234,50,Male,60343.08,14.37,1,"Berry,Chocolate,Fruity","Vanilla,Citrus,Coffee",4,2,1,5,5,4,1,0,0,0,1,1,6,0.23,10,BrandB,0,0.57,1,32,2,1,Small,0,0.93
2235,51,Male,55739.59,110.82,1,"Mint,Coffee,Vanilla,Chocolate","Citrus,Chocolate,Coffee",5,4,4,5,2,2,2,1,0,0,0,5,18,0.18,6,BrandD,1,0.13,0,65,5,0,Small,0,-0.99
2236,28,Female,84089.62,12.28,1,"Mint,Dessert,Berry,Tobacco,Coffee","Mint,Fruity",2,5,2,5,2,2,1,1,0,0,1,3,6,0.28,3,BrandD,0,0.24,2,20,2,0,Small,0,-0.98
2237,69,Male,53623.0,9.43,0,"Chocolate,Tobacco","Tobacco,Dessert,Fruity",2,1,3,2,3,4,5,1,0,1,1,2,18,0.43,7,BrandA,1,0.16,1,60,4,0,Large,4,0.41
2238,44,Male,137824.54,11.97,0,"Vanilla,Fruity","Tobacco,Fruity",1,5,4,4,2,5,2,0,0,0,1,5,6,0.65,2,BrandA,0,0.51,1,84,1,0,Small,3,0.56
2239,42,Other,68276.03,5.45,1,"Coffee,Tobacco,Fruity,Berry,Vanilla","Tobacco,Coffee",2,5,2,5,1,5,5,1,1,0,0,2,3,0.19,1,BrandA,1,0.42,3,5,2,0,Medium,3,0.28
2240,32,Male,121390.09,30.44,1,"Berry,Coffee,Chocolate,Mint,Vanilla",Fruity,1,5,1,1,1,2,4,0,0,0,0,2,6,0.1,10,BrandA,1,0.08,3,55,5,0,Medium,0,0.79
2241,53,Male,77028.31,9.83,0,"Berry,Coffee,Vanilla,Citrus",Citrus,1,3,3,1,4,4,1,1,1,1,1,2,3,0.19,3,BrandC,0,0.35,3,59,1,0,Small,6,-0.05
2242,46,Male,33393.18,31.48,1,"Chocolate,Tobacco,Dessert",Tobacco,1,5,1,3,5,2,2,0,0,0,1,6,6,0.51,3,BrandA,1,0.32,0,18,5,0,Small,1,0.63
2243,53,Female,105401.17,35.96,0,"Tobacco,Dessert,Mint,Citrus,Coffee","Fruity,Berry,Citrus",2,5,3,3,4,4,2,0,0,0,0,4,6,0.23,1,BrandA,0,0.4,0,88,5,0,Small,3,0.92
2244,30,Female,101751.06,5.0,1,"Coffee,Vanilla,Chocolate","Berry,Vanilla,Fruity",4,1,4,4,1,2,4,0,0,0,0,9,12,0.4,9,BrandB,0,0.4,0,9,4,0,Medium,1,0.11
2245,49,Male,8924.39,8.92,1,"Chocolate,Berry,Fruity,Vanilla","Coffee,Vanilla",2,5,1,3,4,4,2,1,0,0,1,3,12,0.06,4,BrandD,0,0.13,2,47,3,0,Medium,5,0.15
2246,63,Male,35979.73,13.82,1,"Coffee,Vanilla,Tobacco,Citrus",Tobacco,1,1,2,4,1,2,3,0,0,0,1,15,12,0.57,2,BrandD,1,0.37,1,45,5,0,Small,1,-0.3
2247,46,Female,118828.17,20.2,0,"Mint,Tobacco,Citrus,Dessert,Chocolate",Coffee,3,2,3,5,1,5,1,0,1,1,0,1,6,0.29,7,BrandC,0,0.29,0,27,3,0,Medium,0,-0.15
2248,60,Male,94128.03,133.62,1,"Citrus,Vanilla",Berry,2,4,2,2,5,2,2,0,0,0,0,4,6,0.47,2,BrandD,0,0.35,0,17,3,0,Small,1,-0.91
2249,38,Male,20817.05,39.87,1,"Dessert,Tobacco","Citrus,Berry",2,3,2,5,4,2,5,0,0,0,0,6,6,0.33,6,BrandA,1,0.03,1,3,3,1,Small,5,-0.75
2250,64,Male,83703.44,9.6,0,"Fruity,Dessert,Vanilla,Citrus,Tobacco","Vanilla,Berry,Fruity",3,1,5,3,2,1,1,0,0,0,1,1,6,0.15,4,BrandC,1,0.27,2,30,4,0,Medium,2,-0.96
2251,69,Male,140944.18,5.0,1,"Fruity,Chocolate,Tobacco","Coffee,Mint",4,3,2,1,1,5,5,1,0,0,1,2,6,0.44,8,BrandC,0,0.39,0,60,4,0,Medium,1,-0.76
2252,56,Male,71955.08,36.86,1,"Vanilla,Tobacco,Fruity","Mint,Vanilla",5,2,2,2,5,4,1,0,0,0,0,1,6,0.65,3,BrandA,1,0.31,1,82,1,1,Small,2,0.25
2253,40,Female,20625.11,26.34,1,"Dessert,Coffee,Fruity,Berry,Vanilla","Citrus,Berry",1,2,4,5,4,1,5,0,0,0,1,6,12,0.13,8,BrandB,0,0.29,2,2,3,0,Large,1,0.5
2254,44,Male,31241.08,37.82,1,"Berry,Vanilla,Coffee,Mint,Citrus","Tobacco,Mint",5,1,3,3,5,1,3,0,0,0,1,2,3,0.03,3,BrandD,1,0.39,1,59,4,0,Large,0,0.64
2255,48,Male,63581.7,5.0,1,"Berry,Vanilla,Dessert,Fruity",Dessert,1,4,5,2,1,1,4,1,0,0,1,6,3,0.28,7,BrandA,1,0.59,3,22,1,0,Medium,1,0.76
2256,45,Male,43934.59,11.57,0,"Mint,Chocolate,Berry,Tobacco,Citrus",Chocolate,2,4,3,2,3,4,1,0,1,0,1,5,3,0.51,9,BrandA,0,0.46,1,18,2,0,Medium,3,-0.21
2257,50,Female,107621.52,40.12,1,"Chocolate,Coffee,Dessert,Mint,Vanilla",Berry,2,1,1,1,5,2,4,1,0,1,0,2,6,0.21,4,BrandC,0,0.3,2,52,4,1,Small,0,0.39
2258,28,Female,77538.32,32.82,0,"Chocolate,Tobacco,Dessert","Chocolate,Mint,Fruity",4,5,3,2,4,4,2,0,0,0,1,2,18,0.05,6,BrandA,1,0.49,2,69,4,1,Small,1,-0.45
2259,40,Female,162378.43,5.0,1,"Tobacco,Mint","Fruity,Mint",1,3,1,4,3,2,5,0,0,0,1,4,12,0.32,4,BrandB,1,0.27,0,69,1,1,Large,1,0.93
2260,33,Male,277639.39194867766,17.46,0,"Berry,Vanilla,Tobacco,Coffee",Coffee,1,4,4,1,5,1,2,1,1,0,0,3,18,0.46,4,BrandB,0,0.3,2,67,3,1,Medium,2,-0.87
2261,60,Male,69654.37,8.18,1,"Citrus,Dessert,Tobacco,Chocolate,Coffee","Fruity,Coffee",3,3,3,3,5,5,5,0,0,0,0,7,12,0.14,9,BrandD,0,0.13,1,25,4,0,Small,3,-0.31
2262,33,Male,41405.86,5.0,1,"Tobacco,Citrus,Chocolate","Vanilla,Tobacco,Coffee",4,2,5,1,3,1,2,0,0,0,0,6,6,0.25,3,BrandB,0,0.3,2,73,5,0,Medium,1,0.31
2263,19,Female,116128.82,10.44,0,"Berry,Dessert,Mint,Tobacco","Fruity,Tobacco",1,1,1,3,5,5,5,1,1,0,0,12,6,0.32,3,BrandB,1,0.79,1,87,2,0,Small,3,-0.54
2264,61,Female,50165.22,35.9,1,"Chocolate,Coffee,Dessert,Fruity,Tobacco","Chocolate,Citrus,Coffee",5,2,3,5,3,3,5,1,0,0,1,2,6,0.46,2,BrandA,0,0.28,4,73,2,0,Small,0,0.39
2265,53,Female,27017.45,111.26,0,"Berry,Chocolate",Berry,5,3,1,1,5,5,3,0,0,0,0,8,12,0.13,9,BrandB,0,0.4,0,11,5,0,Large,2,-0.02
2266,26,Female,51466.21,5.0,1,"Tobacco,Vanilla",Dessert,1,5,2,1,1,5,1,1,0,0,1,3,6,0.1,4,BrandA,1,0.23,0,54,1,1,Large,0,-0.03
2267,63,Female,47318.89,68.59,1,"Vanilla,Tobacco,Chocolate,Dessert,Fruity","Berry,Fruity",3,5,3,4,3,5,4,1,0,0,1,5,12,0.56,6,BrandB,1,0.65,1,67,2,0,Medium,1,-0.33
2268,55,Female,27547.14,5.0,0,"Citrus,Tobacco,Dessert",Coffee,1,3,1,1,3,5,1,1,0,1,0,2,18,0.03,2,BrandB,1,0.69,2,11,1,0,Large,0,-0.66
2269,35,Male,82164.73,5.94,1,"Dessert,Fruity",Vanilla,1,1,4,1,5,2,4,0,0,0,0,13,12,0.22,10,BrandA,1,0.34,1,6,2,1,Small,1,0.5
2270,36,Female,45959.75,83.92,1,"Mint,Coffee,Berry",Tobacco,1,4,2,5,4,4,1,1,0,0,1,1,12,0.27,9,BrandC,0,0.35,1,56,4,0,Large,3,-0.77
2271,18,Male,63394.44,22.6,0,"Vanilla,Coffee,Berry","Berry,Citrus",2,5,4,5,1,1,3,0,1,0,1,5,12,0.05,1,BrandB,1,0.29,6,14,5,1,Small,1,0.64
2272,60,Male,31295.61,43.25,0,"Chocolate,Mint,Tobacco,Berry,Dessert",Fruity,5,2,1,1,3,5,5,0,0,1,1,1,6,0.5,7,BrandD,1,0.08,0,89,3,0,Medium,0,-0.4
2273,21,Male,45296.07,142.99,1,"Dessert,Mint","Citrus,Coffee",5,3,4,2,1,2,2,1,0,0,0,2,3,0.38,6,BrandB,0,0.3,2,62,5,0,Small,4,0.48
2274,54,Female,79568.53,29.52,1,"Coffee,Tobacco","Fruity,Chocolate,Tobacco",4,4,5,5,2,1,1,0,1,0,1,3,6,0.51,8,BrandD,0,0.37,1,44,3,0,Small,0,-0.47
2275,32,Male,43117.37,22.62,1,"Coffee,Mint",Tobacco,5,5,1,3,4,1,5,0,0,1,1,8,3,0.11,7,BrandD,1,0.14,0,80,3,0,Medium,3,-0.6
2276,23,Male,40157.86,7.39,1,"Vanilla,Chocolate,Citrus",Coffee,1,5,4,5,2,4,3,0,0,0,0,1,12,0.29,9,BrandA,0,0.02,2,72,1,0,Large,3,-0.54
2277,59,Male,185417.72,14.26,0,"Chocolate,Dessert,Tobacco",Dessert,2,1,2,2,1,2,5,0,0,0,0,4,12,0.1,3,BrandD,1,0.3,0,4,1,0,Medium,0,-0.64
2278,32,Female,60445.37,67.12,1,"Tobacco,Mint,Vanilla,Berry,Fruity",Fruity,1,4,5,4,4,2,2,0,0,0,1,5,3,0.26,4,BrandC,1,0.44,1,39,5,1,Small,2,1.0
2279,26,Male,77634.11,15.48,1,"Tobacco,Fruity,Dessert,Citrus,Mint",Berry,4,4,2,3,3,1,5,0,1,0,0,2,6,0.69,7,BrandA,0,0.17,3,40,4,0,Small,4,-0.15
2280,27,Male,78238.81,178.62,1,"Coffee,Fruity","Citrus,Mint,Tobacco",1,5,1,1,5,4,5,1,1,0,1,5,12,0.1,10,BrandB,0,0.45,2,26,5,0,Large,1,-0.25
2281,49,Male,52995.19,39.73,1,"Mint,Chocolate,Citrus,Vanilla,Fruity",Fruity,2,5,5,3,5,5,1,1,0,0,1,10,12,0.37,1,BrandD,0,0.63,0,62,1,0,Large,2,-0.57
2282,47,Other,68620.94,5.0,1,"Coffee,Dessert,Mint,Berry,Citrus","Fruity,Citrus",2,1,5,5,1,1,5,1,1,0,0,6,18,0.56,4,BrandB,1,0.32,2,50,4,0,Medium,0,0.01
2283,21,Male,27888.54,20.89,1,"Tobacco,Citrus,Fruity,Vanilla,Mint","Mint,Vanilla",3,4,5,4,3,5,2,1,0,0,0,5,3,0.31,10,BrandB,1,0.4,1,25,2,0,Small,2,-0.46
2284,44,Male,119217.33,5.0,1,"Citrus,Chocolate","Chocolate,Fruity",3,3,1,2,2,3,1,0,1,0,0,2,3,0.33,7,BrandD,1,0.5,0,51,5,0,Medium,0,-0.86
2285,58,Female,105656.46,64.29,1,"Dessert,Mint","Chocolate,Fruity",5,3,1,4,3,1,3,0,0,1,0,4,3,0.51,6,BrandC,0,0.34,2,83,5,0,Small,2,0.24
2286,31,Male,56044.82,11.95,1,"Chocolate,Tobacco",Mint,4,1,1,5,3,2,2,0,1,0,0,5,6,0.24,9,BrandB,0,0.21,3,34,3,0,Medium,5,0.2
2287,38,Male,50191.04,59.19,1,"Chocolate,Dessert,Tobacco,Fruity","Fruity,Dessert,Citrus",4,1,2,4,3,2,3,1,0,0,1,1,12,0.25,8,BrandC,0,0.5,1,78,1,0,Small,1,-0.25
2288,35,Male,23765.84,18.71,0,"Citrus,Coffee","Berry,Vanilla",5,2,3,4,2,3,2,1,1,0,0,10,3,0.6,7,BrandB,0,0.15,2,53,1,1,Large,1,-0.74
2289,49,Female,92722.35,17.0,0,"Vanilla,Berry,Tobacco,Citrus","Tobacco,Citrus,Coffee",5,1,2,3,5,5,5,0,0,0,1,2,3,0.26,8,BrandA,1,0.4,1,59,1,1,Large,5,0.47
2290,43,Female,42905.54,10.36,0,"Citrus,Coffee","Tobacco,Chocolate,Vanilla",4,2,3,2,5,1,4,0,0,0,0,1,6,0.23,3,BrandD,0,0.74,1,61,1,0,Large,2,-0.06
2291,60,Male,72087.68,84.75,1,"Berry,Vanilla,Chocolate",Vanilla,3,4,5,2,3,4,2,1,0,0,0,2,3,0.43,6,BrandB,1,0.5,1,54,3,0,Small,1,-0.98
2292,22,Female,21065.12,82.26,1,"Fruity,Citrus,Vanilla","Vanilla,Dessert,Berry",5,2,4,1,5,5,5,0,0,1,0,2,0,0.64,5,BrandD,1,0.44,2,7,5,1,Medium,1,-0.87
2293,51,Male,73031.86,6.75,1,"Coffee,Tobacco,Berry","Berry,Fruity",2,3,5,4,5,3,3,1,0,1,1,1,6,0.26,7,BrandD,1,0.29,3,33,1,1,Medium,1,-0.97
2294,64,Female,177548.71714611482,12.67,1,"Fruity,Vanilla,Mint","Citrus,Berry,Fruity",2,1,1,4,3,2,5,1,1,0,1,2,12,0.25,7,BrandB,0,0.45,1,15,4,0,Medium,0,0.09
2295,45,Female,50358.52,20.17,1,"Vanilla,Berry,Fruity",Fruity,3,4,2,3,4,4,4,1,0,0,1,2,3,0.47,8,BrandC,0,0.34,2,66,2,0,Small,1,0.67
2296,68,Female,21356.07,43.63,0,"Berry,Chocolate,Citrus","Vanilla,Mint,Dessert",5,1,3,2,1,3,5,0,0,1,1,3,12,0.16,6,BrandC,0,0.4,3,37,3,0,Small,2,-0.17
2297,41,Female,75148.16,80.92,0,"Chocolate,Fruity,Tobacco","Vanilla,Tobacco,Citrus",4,2,1,4,5,1,3,1,1,0,1,2,12,0.11,2,BrandD,0,0.13,1,31,3,0,Medium,0,-0.21
2298,67,Male,34622.64,26.84,1,"Coffee,Vanilla","Mint,Vanilla",1,3,2,2,3,2,5,1,0,0,0,3,3,0.24,5,BrandB,1,0.67,2,4,2,0,Medium,1,0.1
2299,66,Female,48609.37,5.0,0,"Fruity,Tobacco,Coffee,Mint",Mint,1,4,1,2,3,5,2,1,0,0,0,8,6,0.29,2,BrandC,0,0.54,1,44,4,1,Small,3,0.91
2300,66,Female,81006.68,17.3,1,"Tobacco,Coffee,Dessert,Fruity","Dessert,Berry,Vanilla",4,3,2,2,4,4,4,1,0,0,1,3,6,0.43,8,BrandB,1,0.54,2,55,3,0,Large,2,-0.42
2301,61,Female,47494.87,13.0,0,"Mint,Dessert,Tobacco","Coffee,Vanilla",4,5,4,4,1,2,3,1,0,1,0,5,6,0.11,4,BrandC,1,0.51,0,24,4,0,Small,3,0.05
2302,50,Female,164641.24,24.65,0,"Vanilla,Berry,Coffee","Mint,Chocolate,Berry",1,5,5,3,2,1,4,0,0,0,1,1,12,0.55,3,BrandC,0,0.3,1,89,1,1,Large,3,-0.5
2303,57,Female,29158.35,5.0,0,"Vanilla,Dessert",Citrus,5,5,4,5,4,5,3,0,1,1,1,2,3,0.47,3,BrandA,0,0.3,1,56,2,1,Small,1,0.12
2304,18,Male,57761.04,31.89,0,"Fruity,Mint,Berry",Dessert,3,3,3,4,1,1,4,0,1,1,1,15,12,0.32,9,BrandD,1,0.05,0,34,3,0,Large,0,0.29
2305,65,Male,64072.61,33.73,1,"Berry,Chocolate","Coffee,Berry",1,2,1,2,1,2,3,0,0,0,1,3,3,0.22,4,BrandA,0,0.58,0,72,2,1,Small,0,0.36
2306,29,Male,27129.98,10.75,1,"Vanilla,Fruity","Chocolate,Fruity,Citrus",1,2,5,4,2,4,2,0,0,1,0,3,6,0.4,4,BrandC,1,0.41,1,22,3,0,Medium,2,0.01
2307,42,Male,52692.25,8.23,1,"Berry,Chocolate,Dessert,Fruity,Vanilla",Tobacco,5,3,3,1,3,1,4,1,0,0,1,3,12,0.25,9,BrandD,1,0.06,1,40,3,0,Small,2,-0.53
2308,43,Female,44482.42,64.73,1,"Tobacco,Coffee","Citrus,Fruity,Coffee",1,2,4,4,2,4,2,0,1,0,0,1,12,0.31,1,BrandC,0,0.34,2,75,3,0,Medium,1,0.07
2309,33,Male,57254.81,35.49,1,"Citrus,Mint,Vanilla,Berry","Chocolate,Citrus,Tobacco",4,3,1,3,2,1,1,1,0,0,1,6,6,0.55,2,BrandC,1,0.46,4,87,5,0,Medium,5,0.34
2310,49,Female,65641.74,8.01,0,"Vanilla,Coffee,Dessert,Chocolate",Citrus,1,4,1,3,1,4,1,0,1,0,0,2,6,0.35,1,BrandA,0,0.17,1,17,5,0,Medium,1,-0.3
2311,57,Male,115696.86,51.33,1,"Tobacco,Berry,Fruity,Vanilla,Citrus",Dessert,4,4,4,1,4,2,3,0,0,0,0,3,6,0.17,10,BrandC,0,0.18,3,61,1,0,Small,1,-0.37
2312,39,Male,59437.62,46.81,1,"Vanilla,Tobacco,Chocolate,Berry,Fruity","Dessert,Tobacco,Citrus",1,3,5,5,4,2,4,0,0,0,0,5,3,0.3,2,BrandC,1,0.11,1,33,2,0,Medium,4,0.38
2313,63,Male,69426.21,62.87,1,"Dessert,Citrus,Chocolate,Berry,Mint","Citrus,Dessert",3,5,4,2,4,4,4,0,1,1,0,1,3,0.01,3,BrandB,0,0.62,2,60,1,0,Small,4,0.77
2314,27,Female,122929.69,84.87,0,"Berry,Citrus",Mint,3,2,5,1,4,1,1,1,0,1,1,2,18,0.17,10,BrandA,0,0.41,2,68,5,0,Medium,3,0.95
2315,55,Male,19326.26,10.59,0,"Coffee,Chocolate","Citrus,Tobacco",2,4,3,5,2,4,4,0,0,0,0,5,18,0.42,7,BrandC,0,0.42,0,41,2,0,Small,2,-0.32
2316,25,Female,42747.25,59.08,1,"Dessert,Chocolate,Mint","Mint,Fruity,Berry",4,5,4,5,2,4,3,1,1,0,1,3,6,0.2,7,BrandC,1,0.2,1,4,4,0,Small,1,0.87
2317,28,Male,51158.37,18.87,1,"Tobacco,Mint,Coffee,Chocolate,Berry","Mint,Tobacco",4,5,5,4,3,2,2,1,1,0,1,4,18,0.15,2,BrandB,1,0.2,0,45,3,0,Small,3,-0.58
2318,21,Female,19661.98,43.34,0,"Chocolate,Mint,Fruity,Tobacco",Berry,1,2,2,2,1,4,4,1,0,0,0,2,6,0.31,8,BrandA,0,0.28,2,51,3,0,Large,3,0.55
2319,59,Male,52354.15,63.52,1,"Fruity,Vanilla,Chocolate,Dessert","Chocolate,Vanilla,Citrus",1,3,2,4,5,3,5,0,0,1,0,2,12,0.14,8,BrandA,0,0.65,2,15,2,0,Medium,3,0.23
2320,24,Female,12164.71,42.01,1,"Citrus,Chocolate,Vanilla,Fruity","Vanilla,Dessert",5,3,4,5,1,5,4,1,0,0,0,6,6,0.79,1,BrandA,1,0.47,2,34,3,1,Small,4,0.38
2321,37,Female,76351.34,51.1,1,"Fruity,Dessert",Coffee,2,2,3,4,3,4,5,0,1,0,0,4,6,0.18,3,BrandC,1,0.37,1,46,1,0,Small,2,-0.43
2322,67,Male,20595.07,5.0,1,"Citrus,Vanilla","Vanilla,Tobacco",3,1,5,5,1,3,4,0,0,0,0,7,12,0.38,6,BrandA,1,0.48,0,63,2,0,Medium,2,-0.72
2323,49,Male,23601.54,5.0,0,"Mint,Berry","Berry,Citrus",2,1,4,4,5,1,4,1,1,0,1,4,6,0.25,6,BrandD,1,0.29,2,30,2,0,Small,2,0.19
2324,47,Male,68486.02,13.15,0,"Mint,Fruity,Chocolate,Coffee,Dessert","Berry,Coffee",5,2,1,3,3,1,2,0,0,0,1,1,6,0.36,6,BrandB,0,0.5,0,57,1,0,Small,2,-0.77
2325,23,Male,18383.97,54.35,0,"Tobacco,Citrus,Dessert","Vanilla,Dessert",4,5,2,1,4,2,5,0,1,1,0,2,3,0.07,2,BrandD,1,0.12,1,89,5,0,Medium,3,-0.01
2326,32,Male,171449.91,13.76,0,"Mint,Vanilla","Fruity,Citrus,Vanilla",3,1,5,2,2,2,1,0,0,0,0,1,3,0.41,7,BrandD,1,0.77,0,49,1,0,Small,2,0.68
2327,32,Male,53623.35,34.33,1,"Dessert,Chocolate,Coffee,Tobacco",Fruity,2,5,2,2,4,3,3,1,0,1,1,6,3,0.28,6,BrandB,1,0.37,2,70,2,0,Small,2,-0.15
2328,18,Other,47170.43,69.61,1,"Vanilla,Citrus",Tobacco,5,3,1,1,2,2,5,0,0,0,0,4,3,0.54,5,BrandA,1,0.59,2,32,4,1,Medium,4,-0.62
2329,28,Female,102918.63,11.28,0,"Tobacco,Mint,Coffee,Vanilla,Fruity",Dessert,3,2,4,3,1,3,2,0,1,1,0,8,12,0.07,4,BrandA,1,0.52,0,44,1,0,Medium,0,-0.9
2330,55,Male,47665.02,80.69,1,"Chocolate,Vanilla","Mint,Fruity",2,5,1,2,1,2,2,1,0,0,1,5,12,0.13,1,BrandA,1,0.42,1,16,2,0,Medium,1,0.95
2331,36,Female,57766.08,5.0,0,"Tobacco,Fruity,Chocolate,Citrus,Vanilla","Tobacco,Vanilla",2,3,3,1,2,2,4,1,0,0,0,2,0,0.14,8,BrandA,0,0.42,3,71,2,1,Medium,2,0.91
2332,48,Male,45535.07,31.79,1,"Coffee,Fruity,Tobacco,Mint,Citrus","Fruity,Berry,Citrus",4,1,3,2,4,4,1,0,0,0,1,5,3,0.43,6,BrandD,0,0.14,2,26,2,0,Large,1,-0.25
2333,37,Other,37000.55,11.45,0,"Tobacco,Mint,Berry,Dessert","Dessert,Vanilla,Berry",5,4,1,5,5,5,3,0,1,0,0,13,6,0.16,3,BrandC,1,0.3,1,60,5,0,Medium,2,-0.95
2334,43,Male,62473.07,10.38,0,"Coffee,Tobacco","Citrus,Chocolate",1,1,2,5,5,5,4,1,0,0,0,3,12,0.27,5,BrandC,1,0.26,2,1,5,0,Small,1,0.9
2335,69,Female,68514.12,18.99,1,"Citrus,Tobacco","Vanilla,Citrus,Chocolate",5,3,4,5,4,2,5,0,1,0,0,4,12,0.02,2,BrandA,1,0.63,2,12,5,0,Small,4,-0.26
2336,56,Female,23292.7,15.85,0,"Coffee,Chocolate,Mint","Vanilla,Fruity",1,4,2,3,3,3,4,1,0,0,0,5,3,0.24,1,BrandD,1,0.3,0,54,5,1,Large,0,-0.5
2337,53,Male,29468.42,5.0,0,"Berry,Coffee,Mint,Citrus","Citrus,Dessert,Chocolate",5,2,4,4,1,5,4,0,0,0,0,1,3,0.42,4,BrandB,0,0.66,1,2,1,0,Small,3,0.37
2338,48,Male,33662.15,6.77,1,"Dessert,Tobacco,Coffee","Vanilla,Dessert",3,3,4,5,2,1,2,1,1,1,1,2,6,0.19,6,BrandC,0,0.49,0,38,3,0,Small,0,-0.62
2339,52,Male,49120.19,12.68,0,"Mint,Chocolate,Citrus",Berry,5,2,2,3,2,4,3,1,0,0,0,7,6,0.5,3,BrandC,0,0.22,0,12,1,0,Small,3,-0.49
2340,47,Female,61523.51,19.86,1,"Tobacco,Chocolate,Coffee","Chocolate,Tobacco",3,1,4,4,3,4,4,0,1,0,1,2,3,0.22,6,BrandD,0,0.42,2,5,2,0,Small,2,0.26
2341,58,Female,182303.78,5.0,1,"Vanilla,Berry,Chocolate","Berry,Dessert,Coffee",4,5,5,1,1,5,2,0,1,1,0,6,12,0.37,9,BrandD,0,0.48,1,38,4,0,Medium,1,-0.53
2342,53,Female,58971.08,33.24,0,"Berry,Tobacco,Vanilla,Mint","Mint,Tobacco,Coffee",2,2,1,1,3,3,5,0,1,0,0,3,12,0.25,9,BrandA,0,0.46,1,21,1,0,Medium,0,-0.56
2343,47,Male,45033.96,18.32,0,"Dessert,Mint,Vanilla,Citrus,Chocolate",Vanilla,4,3,2,2,2,5,5,0,0,0,1,1,6,0.54,9,BrandC,1,0.24,5,89,5,0,Medium,2,-0.6
2344,51,Male,32560.33,10.9,0,"Vanilla,Berry,Dessert,Fruity,Chocolate","Tobacco,Chocolate",3,2,5,2,4,1,4,1,0,0,0,1,6,0.2,2,BrandD,0,0.38,1,22,2,1,Medium,2,0.67
2345,66,Male,90304.97,5.0,1,"Dessert,Vanilla","Citrus,Berry",1,1,5,2,3,2,5,0,0,0,1,9,12,0.16,1,BrandA,1,0.12,1,69,2,0,Medium,1,-0.42
2346,28,Male,49644.2,16.81,1,"Citrus,Coffee,Berry,Fruity","Fruity,Mint",1,4,3,2,3,1,5,0,0,0,1,3,6,0.2,10,BrandD,0,0.24,0,1,5,0,Medium,2,-0.05
2347,18,Male,61379.49,14.03,0,"Mint,Citrus,Tobacco","Vanilla,Mint,Tobacco",1,2,1,3,1,3,1,1,0,0,0,3,6,0.51,6,BrandC,1,0.57,3,33,1,0,Large,3,-0.51
2348,61,Other,49979.63,22.51,1,"Dessert,Vanilla,Chocolate","Berry,Chocolate,Citrus",2,1,4,2,3,1,3,1,0,0,1,10,12,0.42,4,BrandD,0,0.68,1,49,5,0,Large,3,-0.4
2349,59,Female,69572.5,20.28,1,"Dessert,Coffee,Chocolate",Coffee,5,3,5,1,1,3,2,0,1,0,1,5,12,0.27,8,BrandD,1,0.05,3,62,2,0,Small,2,-0.68
2350,59,Female,66635.87,6.92,0,"Vanilla,Mint,Fruity","Tobacco,Citrus",3,2,5,2,3,3,1,1,0,1,1,3,12,0.49,7,BrandA,1,0.37,2,48,4,0,Large,2,-0.65
2351,47,Male,62572.67,16.0,0,"Dessert,Fruity,Citrus","Citrus,Chocolate",2,2,2,1,2,1,5,1,1,0,1,6,18,0.55,6,BrandC,1,0.1,2,27,3,0,Small,1,-0.66
